OID,date,tmax,tmin,average
783,22-Feb-2013,0.0017974,-3.8233399,-1.91077125
784,23-Feb-2013,0.651773,-4.9795399,-2.16388345
785,24-Feb-2013,0.708404,-0.719494,-0.005545
786,25-Feb-2013,1.90335,0.619726,1.261538
787,26-Feb-2013,4.3470502,1.46769,2.9073701
788,27-Feb-2013,2.1651199,0.33131,1.24821495
789,28-Feb-2013,3.5058999,-0.327169,1.58936545
790,01-Mar-2013,4.6556702,1.27527,2.9654701
791,02-Mar-2013,4.27143,1.20678,2.739105
792,03-Mar-2013,6.1301999,1.79404,3.96211995
793,04-Mar-2013,10.9844999,-3.2901499,3.847175
794,05-Mar-2013,16.0424995,-0.260639,7.89093025
795,06-Mar-2013,17.6487007,2.9224401,10.2855704
796,07-Mar-2013,9.8860397,5.2909298,7.58848475
797,08-Mar-2013,10.8413,6.17063,8.505965
798,09-Mar-2013,4.6406398,3.3604901,4.00056495
799,10-Mar-2013,0.0060914,-0.300193,-0.1470508
800,11-Mar-2013,-2.7767999,-3.2753799,-3.0260899
801,12-Mar-2013,-0.165983,-4.21455,-2.1902665
802,13-Mar-2013,3.42817,-9.4871502,-3.0294901
803,14-Mar-2013,3.0400801,-5.9280901,-1.444005
804,15-Mar-2013,3.0094299,-7.1947999,-2.092685
805,16-Mar-2013,7.87147,0.586737,4.2291035
806,17-Mar-2013,8.6568899,1.90776,5.28232495
807,18-Mar-2013,10.5564003,2.4400201,6.4982102
808,19-Mar-2013,4.7262502,0.628023,2.6771366
809,20-Mar-2013,2.0065999,-0.179431,0.91358445
810,21-Mar-2013,4.4416599,-0.762797,1.83943145
811,22-Mar-2013,2.9131401,-3.36918,-0.22801995
812,23-Mar-2013,1.1647,-1.80839,-0.321845
813,24-Mar-2013,2.9500401,-4.8948598,-0.97240985
814,25-Mar-2013,3.8408599,-3.3382699,0.251295
815,26-Mar-2013,4.7649298,-3.8937399,0.43559495
816,27-Mar-2013,5.8017101,-4.3014102,0.75014995
817,28-Mar-2013,2.8071899,-3.7073901,-0.4501001
818,29-Mar-2013,2.3668599,-1.74019,0.31333495
819,30-Mar-2013,4.40587,-4.7744398,-0.1842849
820,31-Mar-2013,3.82515,-5.6065001,-0.89067505
821,01-Apr-2013,7.3003402,-5.29847,1.0009351
822,02-Apr-2013,8.5290003,-3.7593,2.38485015
823,03-Apr-2013,7.76232,-1.46153,3.150395
824,04-Apr-2013,5.1585898,-0.686308,2.2361409
825,05-Apr-2013,7.12782,0.466632,3.797226
826,06-Apr-2013,9.1552801,1.62027,5.38777505
827,07-Apr-2013,10.1775999,-4.0343099,3.071645
828,08-Apr-2013,11.2142,-1.69033,4.761935
829,09-Apr-2013,11.3388996,0.417331,5.8781153
830,10-Apr-2013,11.2666998,5.14047,8.2035849
831,11-Apr-2013,11.3270998,-0.486428,5.4203359
832,12-Apr-2013,14.1015997,4.4001298,9.25086475
833,13-Apr-2013,14.4164,5.9682598,10.1923299
834,14-Apr-2013,19.8882008,9.6606798,14.7744403
835,15-Apr-2013,17.5862999,11.4577999,14.5220499
836,16-Apr-2013,18.3693008,3.6154799,10.99239035
837,17-Apr-2013,21.1152,8.37362,14.74441
838,18-Apr-2013,16.0221996,12.1188002,14.0704999
839,19-Apr-2013,12.0318003,5.8705401,8.9511702
840,20-Apr-2013,11.8318996,-1.28704,5.2724298
841,21-Apr-2013,15.5482998,0.404836,7.9765679
842,22-Apr-2013,15.8233995,-1.02859,7.39740475
843,23-Apr-2013,15.2214003,8.4972296,11.85931495
844,24-Apr-2013,21.3591995,4.4110298,12.88511465
845,25-Apr-2013,22.5408001,9.3822098,15.96150495
846,26-Apr-2013,11.1058998,7.3989401,9.25241995
847,27-Apr-2013,10.8724003,3.48963,7.18101515
848,28-Apr-2013,12.8213997,-2.2766299,5.2723849
849,29-Apr-2013,12.8366003,2.7549801,7.7957902
850,30-Apr-2013,14.6115999,2.2813301,8.446465
851,01-May-2013,17.4013004,1.7678,9.5845502
852,02-May-2013,17.4044991,5.7918801,11.5981896
853,03-May-2013,19.3017006,4.4748802,11.8882904
854,04-May-2013,18.1744003,1.84252,10.00846015
855,05-May-2013,19.4717999,5.2036901,12.337745
856,06-May-2013,24.5382004,5.1630101,14.85060525
857,07-May-2013,22.1550999,7.4404001,14.79775
858,08-May-2013,22.0585995,12.8764,17.46749975
859,09-May-2013,17.4244003,11.7881002,14.60625025
860,10-May-2013,15.1441002,6.6660099,10.90505505
861,11-May-2013,13.7343998,7.4074101,10.57090495
862,12-May-2013,13.8765001,6.40415,10.14032505
863,13-May-2013,13.8526001,7.5134702,10.68303515
864,14-May-2013,12.8871002,6.57797,9.7325351
865,15-May-2013,16.4815006,9.0183001,12.74990035
866,16-May-2013,16.0510998,5.5725498,10.8118248
867,17-May-2013,11.9237003,9.19314,10.55842015
868,18-May-2013,12.1924,8.3666201,10.27951005
869,19-May-2013,15.6974001,2.6535599,9.17548
870,20-May-2013,13.7559996,10.3713999,12.06369975
871,21-May-2013,14.1661997,9.2568302,11.71151495
872,22-May-2013,12.0502996,7.21804,9.6341698
873,23-May-2013,9.2107296,1.8930399,5.55188475
874,24-May-2013,13.6087999,1.57658,7.59268995
875,25-May-2013,14.3942003,3.90604,9.15012015
876,26-May-2013,12.3705997,7.7725301,10.0715649
877,27-May-2013,19.5170994,7.5925999,13.55484965
878,28-May-2013,21.4190006,7.29143,14.3552153
879,29-May-2013,14.2523003,8.5985298,11.42541505
880,30-May-2013,17.0839996,9.9845896,13.5342946
881,31-May-2013,21.6797009,11.7334995,16.7066002
882,01-Jun-2013,12.2405996,10.1897001,11.21514985
883,02-Jun-2013,17.5517006,5.3358598,11.4437802
884,03-Jun-2013,16.5524998,4.34059,10.4465449
885,04-Jun-2013,22.2269001,6.7290902,14.47799515
886,05-Jun-2013,23.8244991,7.0760002,15.45024965
887,06-Jun-2013,25.7406006,9.6226397,17.68162015
888,07-Jun-2013,26.0764008,10.0374002,18.0569005
889,08-Jun-2013,21.5342007,9.7302504,15.63222555
890,09-Jun-2013,18.1254997,9.1479502,13.63672495
891,10-Jun-2013,17.9496002,5.3222599,11.63593005
892,11-Jun-2013,21.4953003,5.4008999,13.4481001
893,12-Jun-2013,22.0891991,13.5832005,17.8361998
894,13-Jun-2013,20.0387001,17.6671009,18.8529005
895,14-Jun-2013,19.2651005,12.3331003,15.7991004
896,15-Jun-2013,19.5559006,9.2101698,14.3830352
897,16-Jun-2013,20.2206993,10.9881001,15.6043997
898,17-Jun-2013,24.2728996,9.17764,16.7252698
899,18-Jun-2013,31.2665005,14.1268997,22.6967001
900,19-Jun-2013,27.0132008,18.6756992,22.84445
901,20-Jun-2013,24.1044006,16.5170002,20.3107004
902,21-Jun-2013,18.8460007,16.3498993,17.59795
903,22-Jun-2013,20.7758007,14.8719997,17.8239002
904,23-Jun-2013,18.0622997,12.6307001,15.3464999
905,24-Jun-2013,17.1208,12.2819004,14.7013502
906,25-Jun-2013,16.7485008,11.1624002,13.9554505
907,26-Jun-2013,17.7201004,4.8383598,11.2792301
908,27-Jun-2013,14.9834995,9.7950201,12.3892598
909,28-Jun-2013,15.8458996,10.1499996,12.9979496
910,29-Jun-2013,17.3045998,13.0087004,15.1566501
911,30-Jun-2013,21.5181007,7.5097799,14.5139403
912,01-Jul-2013,19.8899994,14.4069004,17.1484499
913,02-Jul-2013,21.1672001,8.7137203,14.9404602
914,03-Jul-2013,20.0541992,14.5974998,17.3258495
915,04-Jul-2013,23.0839996,14.8950005,18.98950005
916,05-Jul-2013,22.5967007,15.1426001,18.8696504
917,06-Jul-2013,24.8701,10.6113005,17.74070025
918,07-Jul-2013,26.1264992,11.9970999,19.06179955
919,08-Jul-2013,25.4855995,12.9202995,19.2029495
920,09-Jul-2013,24.5165997,11.3600998,17.93834975
921,10-Jul-2013,20.0911007,11.3167,15.70390035
922,11-Jul-2013,19.3024998,10.9138002,15.10815
923,12-Jul-2013,18.2469006,6.3000798,12.2734902
924,13-Jul-2013,21.9106998,8.4970398,15.2038698
925,14-Jul-2013,21.7637997,9.5444002,15.65409995
926,15-Jul-2013,25.4477005,9.3597202,17.40371035
927,16-Jul-2013,25.9139996,9.7250996,17.8195496
928,17-Jul-2013,26.0478992,13.0797997,19.56384945
929,18-Jul-2013,27.7134991,13.4672003,20.5903497
930,19-Jul-2013,26.0508003,12.1501999,19.1005001
931,20-Jul-2013,23.4249001,15.5279999,19.47645
932,21-Jul-2013,30.6287003,12.6051998,21.61695005
933,22-Jul-2013,33.1198006,14.2692003,23.69450045
934,23-Jul-2013,33.0194016,16.5021992,24.7608004
935,24-Jul-2013,27.4624004,17.3262997,22.39435005
936,25-Jul-2013,28.9234009,12.4722996,20.69785025
937,26-Jul-2013,26.1931992,15.1442003,20.66869975
938,27-Jul-2013,26.4867992,16.7157993,21.60129925
939,28-Jul-2013,23.1739998,17.4438992,20.3089495
940,29-Jul-2013,24.9783993,14.7981997,19.8882995
941,30-Jul-2013,21.6245003,15.2798004,18.45215035
942,31-Jul-2013,22.882,16.3097,19.59585
943,01-Aug-2013,30.5690002,17.8773994,24.2231998
944,02-Aug-2013,34.8120995,18.8442993,26.8281994
945,03-Aug-2013,24.8426991,19.4235001,22.1330996
946,04-Aug-2013,26.4932995,10.9237003,18.7084999
947,05-Aug-2013,29.5963001,13.8476,21.72195005
948,06-Aug-2013,22.3071003,16.3673992,19.33724975
949,07-Aug-2013,17.2947006,12.2503996,14.7725501
950,08-Aug-2013,21.6492996,13.5139999,17.58164975
951,09-Aug-2013,23.2940998,9.4656,16.3798499
952,10-Aug-2013,21.0349007,13.8575001,17.4462004
953,11-Aug-2013,21.1879997,9.6981802,15.44308995
954,12-Aug-2013,20.4027996,11.7882996,16.0955496
955,13-Aug-2013,19.3132992,9.7245102,14.5189047
956,14-Aug-2013,20.6706009,7.36654,14.01857045
957,15-Aug-2013,20.2001991,7.2407598,13.72047945
958,16-Aug-2013,27.3579006,14.2809,20.8194003
959,17-Aug-2013,23.5191002,15.5916004,19.5553503
960,18-Aug-2013,23.2660007,16.8668995,20.0664501
961,19-Aug-2013,19.6091995,12.8746004,16.24189995
962,20-Aug-2013,20.6650009,7.9875898,14.32629535
963,21-Aug-2013,23.2017994,9.1910295,16.19641445
964,22-Aug-2013,24.1445999,10.3471003,17.2458501
965,23-Aug-2013,24.7252007,13.0195999,18.8724003
966,24-Aug-2013,25.0844994,14.6015997,19.84304955
967,25-Aug-2013,23.9542007,15.2844,19.61930035
968,26-Aug-2013,23.3596992,12.3828001,17.87124965
969,27-Aug-2013,23.5855007,10.0186996,16.80210015
970,28-Aug-2013,24.5382004,10.3746996,17.45645
971,29-Aug-2013,23.6991997,9.1578798,16.42853975
972,30-Aug-2013,23.4584999,9.1151104,16.28680515
973,31-Aug-2013,21.8190002,13.3354998,17.57725
974,01-Sep-2013,18.0179996,7.2281799,12.62308975
975,02-Sep-2013,18.7642994,13.2889996,16.0266495
976,03-Sep-2013,22.0170994,13.7251997,17.87114955
977,04-Sep-2013,25.3045006,14.0674,19.6859503
978,05-Sep-2013,30.8901005,13.9145002,22.40230035
979,06-Sep-2013,29.8514996,16.5965996,23.2240496
980,07-Sep-2013,19.8955994,12.6897001,16.29264975
981,08-Sep-2013,18.4983006,13.1077003,15.80300045
982,09-Sep-2013,18.4841003,9.8721399,14.1781201
983,10-Sep-2013,15.8786001,10.4357996,13.15719985
984,11-Sep-2013,18.4202003,10.3500996,14.38514995
985,12-Sep-2013,19.0622005,10.0437002,14.55295035
986,13-Sep-2013,19.3264008,8.3968601,13.86163045
987,14-Sep-2013,18.4885006,14.1805,16.3345003
988,15-Sep-2013,16.7224007,8.80408,12.76324035
989,16-Sep-2013,15.3957996,9.8221502,12.6089749
990,17-Sep-2013,14.5422001,6.89043,10.71631505
991,18-Sep-2013,15.9365997,8.4533396,12.19496965
992,19-Sep-2013,15.5065002,7.4404001,11.47345015
993,20-Sep-2013,16.7119007,11.5431995,14.1275501
994,21-Sep-2013,17.6933994,6.67942,12.1864097
995,22-Sep-2013,20.7301006,10.7116003,15.72085045
996,23-Sep-2013,19.8328991,13.4168997,16.6248994
997,24-Sep-2013,17.8586006,11.2041998,14.5314002
998,25-Sep-2013,18.5960007,9.0566101,13.8263054
999,26-Sep-2013,14.7363997,11.3458004,13.04110005
1000,27-Sep-2013,16.2112007,3.2695899,9.7403953
1001,28-Sep-2013,16.8591995,3.36812,10.11365975
1002,29-Sep-2013,16.7826004,7.3889699,12.08578515
1003,30-Sep-2013,15.9773998,5.7943101,10.88585495
1004,01-Oct-2013,15.5017004,4.0488601,9.77528025
1005,02-Oct-2013,14.8906002,4.5715499,9.73107505
1006,03-Oct-2013,17.0905991,3.60884,10.34971955
1007,04-Oct-2013,19.5870991,9.8857899,14.7364445
1008,05-Oct-2013,18.6643009,11.2636003,14.9639506
1009,06-Oct-2013,16.3677006,7.49964,11.9336703
1010,07-Oct-2013,18.1620007,5.8171902,11.98959545
1011,08-Oct-2013,17.7500992,8.9467602,13.3484297
1012,09-Oct-2013,16.2507992,13.3486996,14.7997494
1013,10-Oct-2013,12.7837,4.5451498,8.6644249
1014,11-Oct-2013,9.0827398,4.6686502,6.875695
1015,12-Oct-2013,10.9320002,4.4370499,7.68452505
1016,13-Oct-2013,10.3226995,7.2750502,8.79887485
1017,14-Oct-2013,12.1976995,7.9974399,10.0975697
1018,15-Oct-2013,11.5009003,8.74545,10.12317515
1019,16-Oct-2013,13.0228004,4.7184801,8.87064025
1020,17-Oct-2013,15.7631998,10.3671999,13.06519985
1021,18-Oct-2013,14.3762999,5.6972499,10.0367749
1022,19-Oct-2013,16.5765991,8.1334896,12.35504435
1023,20-Oct-2013,18.6818008,12.5743999,15.62810035
1024,21-Oct-2013,17.6445999,12.2385998,14.94159985
1025,22-Oct-2013,21.8537006,13.0068998,17.4303002
1026,23-Oct-2013,19.3950005,14.9344997,17.1647501
1027,24-Oct-2013,16.5429993,9.6132698,13.07813455
1028,25-Oct-2013,17.6207008,6.1159902,11.8683455
1029,26-Oct-2013,19.7005005,14.7040997,17.2023001
1030,27-Oct-2013,15.5060997,13.6798,14.59294985
1031,28-Oct-2013,17.4731998,12.1355,14.8043499
1032,29-Oct-2013,13.4382,9.2144403,11.32632015
1033,30-Oct-2013,12.8632002,6.2884598,9.57583
1034,31-Oct-2013,12.9902,5.8227901,9.40649505
1035,01-Nov-2013,13.0681,10.0436001,11.55585005
1036,02-Nov-2013,11.3386002,8.4681196,9.9033599
1037,03-Nov-2013,11.1316004,9.01999,10.0757952
1038,04-Nov-2013,12.2341003,6.4302301,9.3321652
1039,05-Nov-2013,8.2168798,5.4115701,6.81422495
1040,06-Nov-2013,10.5425997,6.0151701,8.2788849
1041,07-Nov-2013,12.8613997,9.7005701,11.2809849
1042,08-Nov-2013,10.4754,6.4884,8.4819
1043,09-Nov-2013,10.6259003,7.7585301,9.1922152
1044,10-Nov-2013,9.2487297,4.2042098,6.72646975
1045,11-Nov-2013,9.7494602,-0.342923,4.7032686
1046,12-Nov-2013,7.55336,5.8596001,6.70648005
1047,13-Nov-2013,10.8705997,0.616968,5.74378385
1048,14-Nov-2013,6.2905202,3.65255,4.9715351
1049,15-Nov-2013,10.4884996,3.4551499,6.97182475
1050,16-Nov-2013,6.2440901,1.71306,3.97857505
1051,17-Nov-2013,7.73665,4.3059301,6.02129005
1052,18-Nov-2013,5.51752,4.1982698,4.8578949
1053,19-Nov-2013,8.0619602,4.3013601,6.18166015
1054,20-Nov-2013,6.1159501,-1.85931,2.12832005
1055,21-Nov-2013,5.0609102,0.983948,3.0224291
1056,22-Nov-2013,5.6977701,0.973533,3.33565155
1057,23-Nov-2013,6.7623801,4.10219,5.43228505
1058,24-Nov-2013,8.0000696,-1.64615,3.1769598
1059,25-Nov-2013,7.28827,2.7398701,5.01407005
1060,26-Nov-2013,7.1210399,-1.79722,2.66190995
1061,27-Nov-2013,7.48663,1.5747,4.530665
1062,28-Nov-2013,9.9830103,6.4393702,8.21119025
1063,29-Nov-2013,8.22647,6.1080799,7.16727495
1064,30-Nov-2013,8.7382202,3.1696,5.9539101
1065,01-Dec-2013,8.7437201,2.4598999,5.60181
1066,02-Dec-2013,8.29916,2.56411,5.431635
1067,03-Dec-2013,4.6399498,-2.49966,1.0701449
1068,04-Dec-2013,7.36168,0.298562,3.830121
1069,05-Dec-2013,7.03019,0.865866,3.948028
1070,06-Dec-2013,5.2344599,1.02136,3.12790995
1071,07-Dec-2013,6.6423202,1.05809,3.8502051
1072,08-Dec-2013,8.9397602,4.8071799,6.87347005
1073,09-Dec-2013,10.1127996,8.5135002,9.3131499
1074,10-Dec-2013,8.5612803,6.37007,7.46567515
1075,11-Dec-2013,3.5353501,-1.85698,0.83918505
1076,12-Dec-2013,5.1609902,2.9187701,4.03988015
1077,13-Dec-2013,4.69032,-0.158952,2.265684
1078,14-Dec-2013,7.6779299,0.585799,4.13186445
1079,15-Dec-2013,8.5816803,4.41572,6.49870015
1080,16-Dec-2013,12.0376997,7.1139102,9.57580495
1081,17-Dec-2013,7.39433,6.1455002,6.7699151
1082,18-Dec-2013,9.3773098,4.55446,6.9658849
1083,19-Dec-2013,9.2340498,6.1914902,7.71277
1084,20-Dec-2013,7.6077299,2.56253,5.08512995
1085,21-Dec-2013,7.9657602,5.1368198,6.55129
1086,22-Dec-2013,10.1280003,5.5981698,7.86308505
1087,23-Dec-2013,10.1718998,4.4480801,7.30998995
1088,24-Dec-2013,11.9355001,9.5495796,10.74253985
1089,25-Dec-2013,8.5417404,7.01899,7.7803652
1090,26-Dec-2013,6.36622,1.4202,3.89321
1091,27-Dec-2013,8.7663202,2.4066701,5.58649515
1092,28-Dec-2013,8.3242702,6.6882,7.5062351
1093,29-Dec-2013,7.5005102,4.0076599,5.75408505
1094,30-Dec-2013,6.4818401,1.96755,4.22469505
1095,31-Dec-2013,8.3675404,5.0591898,6.7133651
1096,01-Jan-2014,8.4635296,4.9046898,6.6841097
1097,02-Jan-2014,10.5811996,7.6080799,9.09463975
1098,03-Jan-2014,11.7572002,5.5776601,8.66743015
1099,04-Jan-2014,9.1576099,5.4094,7.28350495
1100,05-Jan-2014,7.6650901,5.3636599,6.514375
1101,06-Jan-2014,13.7405996,4.4019299,9.07126475
1102,07-Jan-2014,12.0629997,9.6068001,10.8348999
1103,08-Jan-2014,10.1265001,7.8238201,8.9751601
1104,09-Jan-2014,12.1323004,6.0691299,9.10071515
1105,10-Jan-2014,8.2347298,4.41752,6.3261249
1106,11-Jan-2014,6.579,3.8579299,5.21846495
1107,12-Jan-2014,5.1578698,-0.2239,2.4669849
1108,13-Jan-2014,9.0845098,0.545243,4.8148764
1109,14-Jan-2014,8.4570704,1.65228,5.0546752
1110,15-Jan-2014,4.96242,2.23335,3.597885
1111,16-Jan-2014,8.6288404,4.5524302,6.5906353
1112,17-Jan-2014,9.3383799,5.9920502,7.66521505
1113,18-Jan-2014,9.5455103,6.1788402,7.86217525
1114,19-Jan-2014,7.7329302,2.63905,5.1859901
1115,20-Jan-2014,2.8339801,2.8087399,2.82136
1116,21-Jan-2014,2.92765,0.813022,1.870336
1117,22-Jan-2014,4.82129,2.32602,3.573655
1118,23-Jan-2014,3.69381,-0.724326,1.484742
1119,24-Jan-2014,3.9561801,2.00087,2.97852505
1120,25-Jan-2014,4.4456701,-0.511702,1.96698405
1121,26-Jan-2014,6.6617799,2.5885899,4.6251849
1122,27-Jan-2014,5.1128502,1.63316,3.3730051
1123,28-Jan-2014,7.1673398,3.17185,5.1695949
1124,29-Jan-2014,0.359608,-0.702976,-0.171684
1125,30-Jan-2014,2.8724,-3.3629999,-0.24529995
1126,31-Jan-2014,6.1753302,-3.16449,1.5054201
1127,01-Feb-2014,7.86374,3.7862599,5.82499995
1128,02-Feb-2014,8.5136003,3.1078999,5.8107501
1129,03-Feb-2014,8.0829,-0.578968,3.751966
1130,04-Feb-2014,9.4848604,1.60892,5.5468902
1131,05-Feb-2014,9.7891302,2.9849899,6.38706005
1132,06-Feb-2014,10.0151997,6.6916699,8.3534348
1133,07-Feb-2014,10.6583004,5.8936,8.2759502
1134,08-Feb-2014,8.4948101,3.83708,6.16594505
1135,09-Feb-2014,7.4843602,4.6115098,6.047935
1136,10-Feb-2014,7.3336701,2.2179401,4.7758051
1137,11-Feb-2014,8.3445196,0.452847,4.3986833
1138,12-Feb-2014,9.2323799,3.0046799,6.1185299
1139,13-Feb-2014,7.34936,4.4342899,5.89182495
1140,14-Feb-2014,7.4537101,1.9018,4.67775505
1141,15-Feb-2014,11.7278996,5.3765802,8.5522399
1142,16-Feb-2014,9.5495596,5.3758998,7.4627297
1143,17-Feb-2014,9.5230703,0.473136,4.99810315
1144,18-Feb-2014,8.0552301,3.5615001,5.8083651
1145,19-Feb-2014,10.3017998,5.5095401,7.90566995
1146,20-Feb-2014,9.8010502,5.2657199,7.53338505
1147,21-Feb-2014,9.3022099,6.6466699,7.9744399
1148,22-Feb-2014,9.1582499,3.58478,6.37151495
1149,23-Feb-2014,11.1148996,2.7579501,6.93642485
1150,24-Feb-2014,13.0762997,3.0067101,8.0415049
1151,25-Feb-2014,12.0395002,6.1628599,9.10118005
1152,26-Feb-2014,11.6673002,4.9024401,8.28487015
1153,27-Feb-2014,9.8673801,1.9525501,5.9099651
1154,28-Feb-2014,8.9939699,3.37322,6.18359495
1155,01-Mar-2014,8.7145996,2.70451,5.7095548
1156,02-Mar-2014,9.7597303,2.8010299,6.2803801
1157,03-Mar-2014,7.7776799,2.8668499,5.3222649
1158,04-Mar-2014,11.6637001,-1.6340801,5.01481
1159,05-Mar-2014,11.5115004,0.571838,6.0416692
1160,06-Mar-2014,13.1506004,-1.61312,5.7687402
1161,07-Mar-2014,13.1780005,2.89693,8.03746525
1162,08-Mar-2014,15.8497,-1.26126,7.29422
1163,09-Mar-2014,19.7490005,4.1050901,11.9270453
1164,10-Mar-2014,18.7805996,-0.183736,9.2984318
1165,11-Mar-2014,14.0499001,6.7530298,10.40146495
1166,12-Mar-2014,16.3314991,2.1731999,9.2523495
1167,13-Mar-2014,16.3626995,-1.46304,7.44982975
1168,14-Mar-2014,12.2947998,-0.832489,5.7311554
1169,15-Mar-2014,11.6374998,6.8439999,9.24074985
1170,16-Mar-2014,11.8635998,8.6575499,10.26057485
1171,17-Mar-2014,12.0994997,7.4875498,9.79352475
1172,18-Mar-2014,10.5423002,7.3445501,8.94342515
1173,19-Mar-2014,15.6848001,7.63344,11.65912005
1174,20-Mar-2014,21.0244007,6.9587202,13.99156045
1175,21-Mar-2014,9.9583397,9.0622501,9.5102949
1176,22-Mar-2014,10.4263,3.3254001,6.87585005
1177,23-Mar-2014,9.3991899,1.8089401,5.604065
1178,24-Mar-2014,10.3262997,-1.1795599,4.5733699
1179,25-Mar-2014,11.0199003,-3.1926601,3.9136201
1180,26-Mar-2014,10.4708004,-1.5805,4.4451502
1181,27-Mar-2014,13.6695004,2.2776101,7.97355525
1182,28-Mar-2014,16.6657009,3.5813799,10.1235404
1183,29-Mar-2014,19.3227997,3.0799401,11.2013699
1184,30-Mar-2014,20.2523003,3.68922,11.97076015
1185,31-Mar-2014,18.6632004,6.9273701,12.79528525
1186,01-Apr-2014,20.2416992,5.6191301,12.93041465
1187,02-Apr-2014,20.8673992,3.50929,12.1883446
1188,03-Apr-2014,22.3190994,6.53439,14.4267447
1189,04-Apr-2014,15.4160004,10.9405003,13.17825035
1190,05-Apr-2014,17.0105,9.30865,13.159575
1191,06-Apr-2014,17.3146992,5.11204,11.2133696
1192,07-Apr-2014,21.5142994,12.2917004,16.9029999
1193,08-Apr-2014,11.8564997,8.6391296,10.24781465
1194,09-Apr-2014,13.9148998,3.7595799,8.83723985
1195,10-Apr-2014,14.9813995,7.8387098,11.41005465
1196,11-Apr-2014,14.8479996,8.2128696,11.5304346
1197,12-Apr-2014,15.0388002,0.800486,7.9196431
1198,13-Apr-2014,13.1983995,5.61939,9.40889475
1199,14-Apr-2014,11.1197996,6.8900099,9.00490475
1200,15-Apr-2014,10.8334999,2.4526801,6.64309
1201,16-Apr-2014,14.9638996,-2.13605,6.4139248
1202,17-Apr-2014,17.4118004,2.99388,10.2028402
1203,18-Apr-2014,12.5797005,4.6299,8.60480025
1204,19-Apr-2014,16.5937996,3.94278,10.2682898
1205,20-Apr-2014,20.8511009,8.8855801,14.8683405
1206,21-Apr-2014,14.0667,8.58887,11.327785
1207,22-Apr-2014,18.6679001,6.2899899,12.478945
1208,23-Apr-2014,19.9106007,5.6064401,12.7585204
1209,24-Apr-2014,21.7735004,6.0823302,13.9279153
1210,25-Apr-2014,22.868,10.5782003,16.72310015
1211,26-Apr-2014,18.0625992,9.6099005,13.83624985
1212,27-Apr-2014,14.0290003,11.0794001,12.5542002
1213,28-Apr-2014,16.1436005,9.6499996,12.89680005
1214,29-Apr-2014,17.8469009,10.0804005,13.9636507
1215,30-Apr-2014,19.4775009,10.9113998,15.19445035
1216,01-May-2014,15.7470999,10.7588997,13.2529998
1217,02-May-2014,11.8359003,7.64607,9.74098515
1218,03-May-2014,14.0404997,2.99928,8.51988985
1219,04-May-2014,12.7014999,-0.572955,6.06427245
1220,05-May-2014,18.2282009,2.6952701,10.4617355
1221,06-May-2014,18.3314991,10.4354,14.38344955
1222,07-May-2014,16.2215004,9.9403095,13.08090495
1223,08-May-2014,13.2054005,10.6450005,11.9252005
1224,09-May-2014,15.5586996,11.0847998,13.3217497
1225,10-May-2014,13.6848001,8.0810204,10.88291025
1226,11-May-2014,11.9726,8.9524498,10.4625249
1227,12-May-2014,13.7893,8.5680304,11.1786652
1228,13-May-2014,14.7677002,5.6809201,10.22431015
1229,14-May-2014,13.7143002,4.17101,8.9426551
1230,15-May-2014,14.5008001,2.8945999,8.6977
1231,16-May-2014,18.6117001,1.79085,10.20127505
1232,17-May-2014,20.1266003,5.1518698,12.63923505
1233,18-May-2014,22.6840992,6.8761101,14.78010465
1234,19-May-2014,24.5547009,9.8728704,17.21378565
1235,20-May-2014,27.3729992,13.0327997,20.20289945
1236,21-May-2014,22.7847996,13.2510996,18.0179496
1237,22-May-2014,23.2472,16.7747002,20.0109501
1238,23-May-2014,19.4682007,12.6497002,16.05895045
1239,24-May-2014,20.2063999,9.9668398,15.08661985
1240,25-May-2014,22.0084991,9.1736002,15.59104965
1241,26-May-2014,22.3187008,11.5328999,16.92580035
1242,27-May-2014,18.2870998,13.4371996,15.8621497
1243,28-May-2014,12.9228001,12.1585999,12.5407
1244,29-May-2014,12.0614996,8.8522301,10.45686485
1245,30-May-2014,17.7591991,4.6148701,11.1870346
1246,31-May-2014,19.4993,5.3278098,12.4135549
1247,01-Jun-2014,18.3777008,6.0033398,12.1905203
1248,02-Jun-2014,20.6837006,6.1553998,13.4195502
1249,03-Jun-2014,22.6159992,7.6898198,15.1529095
1250,04-Jun-2014,20.9403,11.0785999,16.00944995
1251,05-Jun-2014,17.1168995,9.0563498,13.08662465
1252,06-Jun-2014,22.8827991,8.8239803,15.8533897
1253,07-Jun-2014,29.1588001,11.4926004,20.32570025
1254,08-Jun-2014,25.1627998,15.8744001,20.51859995
1255,09-Jun-2014,27.0942001,16.3617001,21.7279501
1256,10-Jun-2014,26.7432995,15.6056995,21.1744995
1257,11-Jun-2014,22.6299992,14.3754997,18.50274945
1258,12-Jun-2014,22.5694008,8.1583405,15.36387065
1259,13-Jun-2014,21.7838993,9.3689699,15.5764346
1260,14-Jun-2014,20.2385998,12.2642002,16.2514
1261,15-Jun-2014,20.8297997,9.0755701,14.9526849
1262,16-Jun-2014,18.1863003,9.0039501,13.5951252
1263,17-Jun-2014,21.0042992,12.0523996,16.5283494
1264,18-Jun-2014,19.9148998,7.3828301,13.64886495
1265,19-Jun-2014,16.5646,11.5542002,14.0594001
